day,current_u,current_v,lat,lon
1,0.011332465076391851,0.09199067636458402,-73.708336,173.29167
2,0.007985231775793848,0.23362845252868736,-73.708336,173.29167
3,-0.04132276753058495,0.0409682996876086,-73.708336,173.29167
4,0.00393591208947536,-0.0297731728830055,-73.708336,173.29167
5,-0.08590356732794006,0.0984463830813012,-73.708336,173.29167
6,-0.02941198666721313,0.24184248471905226,-73.708336,173.29167
7,-0.01005970883619123,9.230009818354581e-06,-73.708336,173.29167
0,0.00011656277676763838,0.0017132348356533034,-73.708336,176.54167
1,-0.029712205957978997,-0.03776368665040162,-73.708336,176.54167
2,-0.047101063314537006,0.02303800903047878,-73.708336,176.54167
3,-0.005804310304619492,0.08008030940745557,-73.708336,176.54167
4,0.025518663780448193,-0.015500577203273448,-73.708336,176.54167
5,-0.10254299573087662,0.04117442492760579,-73.708336,176.54167
6,-0.019798054738609593,0.15957410968347155,-73.708336,176.54167
7,0.014591506400696112,0.05933783345354563,-73.708336,176.54167
0,0.0022297048764321433,0.021784468842021832,-73.708336,179.87502
1,-0.014717652471646634,-0.11578184974819546,-73.708336,179.87502
2,-0.0018860374432062646,-0.041535892668394726,-73.708336,179.87502
3,0.03389855698885487,0.04380531256419456,-73.708336,179.87502
4,0.0569963332020182,-0.02602727563406218,-73.708336,179.87502
5,-0.07717524112058458,-0.046798431583628154,-73.708336,179.87502
6,0.02981401822812181,0.013546417439985354,-73.708336,179.87502
7,0.04319621328052726,0.04189443314991833,-73.708336,179.87502
0,,,-71.458336,149.95836
1,,,-71.458336,149.95836
2,,,-71.458336,149.95836
3,,,-71.458336,149.95836
4,,,-71.458336,149.95836
5,,,-71.458336,149.95836
6,,,-71.458336,149.95836
7,,,-71.458336,149.95836
0,,,-71.458336,153.29167
1,,,-71.458336,153.29167
2,,,-71.458336,153.29167
3,,,-71.458336,153.29167
4,,,-71.458336,153.29167
5,,,-71.458336,153.29167
6,,,-71.458336,153.29167
7,,,-71.458336,153.29167
0,,,-71.458336,156.62502
1,,,-71.458336,156.62502
2,,,-71.458336,156.62502
3,,,-71.458336,156.62502
4,,,-71.458336,156.62502
5,,,-71.458336,156.62502
6,,,-71.458336,156.62502
7,,,-71.458336,156.62502
0,,,-71.458336,159.95836
1,,,-71.458336,159.95836
2,,,-71.458336,159.95836
3,,,-71.458336,159.95836
4,,,-71.458336,159.95836
5,,,-71.458336,159.95836
6,,,-71.458336,159.95836
7,,,-71.458336,159.95836
0,,,-71.458336,163.29167
1,,,-71.458336,163.29167
2,,,-71.458336,163.29167
3,,,-71.458336,163.29167
4,,,-71.458336,163.29167
5,,,-71.458336,163.29167
6,,,-71.458336,163.29167
7,,,-71.458336,163.29167
0,,,-71.458336,166.62502
1,,,-71.458336,166.62502
2,,,-71.458336,166.62502
3,,,-71.458336,166.62502
4,,,-71.458336,166.62502
5,,,-71.458336,166.62502
6,,,-71.458336,166.62502
7,,,-71.458336,166.62502
0,-0.03400344953509952,0.011427648778969403,-71.29167,169.79167
1,-0.036920780945451696,0.014837137207496664,-71.29167,169.79167
2,-0.02095503430238681,0.018449967950078795,-71.29167,169.79167
3,-0.010178681442888181,0.008079376875434504,-71.29167,169.79167
4,-0.004137293312263667,-0.0011910522725614426,-71.29167,169.79167
5,-0.08320249247792734,0.0539448161068562,-71.29167,169.79167
6,0.019214515347233924,-0.013980463548778464,-71.29167,169.79167
